,date, GDP ( Billions of US $), Per Capita (US $), Annual % Change,Country
0,1984-12-31,1.8573380118549,639.4847,-1.2516,albania
1,1985-12-31,1.8970501334202,639.8659,1.7806,albania
2,1986-12-31,2.09732625,693.8735,5.6372,albania
3,1987-12-31,2.08079625,674.7934,-0.7878,albania
4,1988-12-31,2.05123625,652.7743,-1.42,albania
5,1989-12-31,2.25309,697.9956,9.8365,albania
6,1990-12-31,2.02855375,617.2304,-9.5756,albania
7,1991-12-31,1.0995590277778,336.587,-28.0021,albania
8,1992-12-31,0.6521749908373,200.8522,-7.1871,albania
9,1993-12-31,1.185315468463,367.2792,9.5594,albania
10,1994-12-31,1.8809515203972,586.4163,8.3029,albania
11,1995-12-31,2.3927648534211,750.6044,13.3223,albania
12,1996-12-31,3.1996413359375,1009.9773,9.1,albania
13,1997-12-31,2.2585139740968,717.38,-10.92,albania
14,1998-12-31,2.5459645408838,813.7894,8.8294,albania
15,1999-12-31,3.2121216509776,1033.2425,12.8908,albania
16,2000-12-31,3.4803552580412,1126.6833,6.9462,albania
17,2001-12-31,3.9221007935403,1281.6598,8.2933,albania
18,2002-12-31,4.3480682421951,1425.1242,4.5365,albania
19,2003-12-31,5.6114962571423,1846.1201,5.5286,albania
20,2004-12-31,7.1846857815188,2373.5813,5.5147,albania
21,2005-12-31,8.0520735393806,2673.7866,5.5264,albania
22,2006-12-31,8.8960729189814,2972.7429,5.9027,albania
23,2007-12-31,10.677324144429,3595.0381,5.9833,albania
24,2008-12-31,12.881353507854,4370.5399,7.5,albania
25,2009-12-31,12.044208085864,4114.1349,3.3543,albania
26,2010-12-31,11.926922828991,4094.3484,3.7069,albania
27,2011-12-31,12.890764531328,4437.1426,2.5454,albania
28,2012-12-31,12.319830437347,4247.63,1.4172,albania
29,2013-12-31,12.776220507016,4413.062,1.002,albania
30,2014-12-31,13.228147516117,4578.6332,1.7744,albania
31,2015-12-31,11.386850129841,3952.8025,2.2187,albania
32,2016-12-31,11.86119983084,4124.0554,3.315,albania
33,2017-12-31,13.019689336692,4531.0194,3.8022,albania
34,2018-12-31,15.156432309898,5287.6637,4.0194,albania
35,2019-12-31,15.401830754077,5396.2159,2.0881,albania
36,2020-12-31,15.131866270594,5332.1605,-3.4816,albania
37,2021-12-31,18.260043499807,6494.3857,8.5441,albania
38,5.7456,,,,albania
39,2.9486,,,,albania
40,1.1049,,,,albania
0,1970-12-31,0.0786192060851,3238.6903,,andorra
1,1971-12-31,0.0894098203593,3496.532,4.6495,andorra
2,1972-12-31,0.1134082319441,4218.2716,8.1497,andorra
3,1973-12-31,0.1508201027984,5342.1686,7.7885,andorra
4,1974-12-31,0.1865586962792,6320.8096,5.6188,andorra
5,1975-12-31,0.2201272463768,7169.101,0.5422,andorra
6,1976-12-31,0.2272810246207,7151.2499,3.3038,andorra
7,1977-12-31,0.2540201533406,7751.8433,2.8386,andorra
8,1978-12-31,0.3080088975694,9127.8123,1.463,andorra
9,1979-12-31,0.4115783341596,11818.4733,0.0416,andorra
10,1980-12-31,0.446416105825,12378.7845,2.2087,andorra
11,1981-12-31,0.3889587313029,10372.7861,-0.1325,andorra
12,1982-12-31,0.3758959563835,9610.0206,1.2465,andorra
13,1983-12-31,0.3278618329466,8025.2076,1.7701,andorra
14,1984-12-31,0.3300706892983,7728.9067,1.7847,andorra
15,1985-12-31,0.346737964775,7775.6142,2.3214,andorra
16,1986-12-31,0.4820005940359,10361.1478,3.2533,andorra
17,1987-12-31,0.6113163994071,12615.1262,5.5471,andorra
18,1988-12-31,0.7214259391516,14304.6406,5.0943,andorra
19,1989-12-31,0.7954493323963,15165.2813,4.827,andorra
20,1990-12-31,1.0290484818805,18878.8523,3.7814,andorra
21,1991-12-31,1.1069285828663,19534.2636,2.546,andorra
22,1992-12-31,1.2100136518771,20549.8056,0.9292,andorra
23,1993-12-31,1.0070257550007,16515.6584,-1.0315,andorra
24,1994-12-31,1.0175491243324,16235.068,2.3832,andorra
25,1995-12-31,1.178738991193,18458.174,2.7575,andorra
26,1996-12-31,1.2239453566268,19016.2882,4.6497,andorra
27,1997-12-31,1.1805972727273,18355.6279,9.0677,andorra
28,1998-12-31,1.2119323978171,18895.1107,3.1948,andorra
29,1999-12-31,1.2398763051353,19262.309,4.0991,andorra
30,2000-12-31,1.4290491984522,21854.2468,3.5284,andorra
31,2001-12-31,1.5469261744966,22970.5122,8.1194,andorra
32,2002-12-31,1.755910031997,25067.2401,4.5464,andorra
33,2003-12-31,2.3617268623025,32272.8459,8.6942,andorra
34,2004-12-31,2.8949217779985,37966.1873,8.1357,andorra
35,2005-12-31,3.1599054843925,40064.2249,5.3978,andorra
36,2006-12-31,3.456442102622,42674.759,4.8087,andorra
37,2007-12-31,3.9526006022447,47804.8499,1.5532,andorra
38,2008-12-31,4.0856305844441,48719.6588,-5.5592,andorra
39,2009-12-31,3.6744095582106,43504.2157,-5.3028,andorra
40,2010-12-31,3.4499257388607,40849.7613,-1.975,andorra
41,2011-12-31,3.6291335742778,43333.973,-0.0081,andorra
42,2012-12-31,3.1886527653618,38684.5665,-4.9744,andorra
43,2013-12-31,3.1935129500242,39538.3552,-3.5476,andorra
44,2014-12-31,3.2716855966632,41302.3821,2.5045,andorra
45,2015-12-31,2.7898812585036,35770.9187,1.4341,andorra
46,2016-12-31,2.8966104797308,37474.7458,3.7097,andorra
47,2017-12-31,3.0001620811198,38964.662,0.3461,andorra
48,2018-12-31,3.2184198969641,41793.3188,1.5888,andorra
49,2019-12-31,3.1551493478064,40898.4179,2.0155,andorra
50,2020-12-31,2.8910011493611,37416.6977,-11.1839,andorra
51,2021-12-31,3.3299107237608,43047.6863,8.9494,andorra
0,1960-12-31,6.592693841185,935.4604,,austria
1,1961-12-31,7.3117496333623,1031.815,5.538,austria
2,1962-12-31,7.7561102101197,1087.8342,2.6487,austria
3,1963-12-31,8.3741752577308,1167.0005,4.1383,austria
4,1964-12-31,9.1699838857119,1269.4126,6.1244,austria
5,1965-12-31,9.99407061586,1374.5321,3.4802,austria
6,1966-12-31,10.887682273101,1486.9686,5.6429,austria
7,1967-12-31,11.579431668917,1569.6672,3.008,austria
8,1968-12-31,12.440625312868,1677.6735,4.4723,austria
9,1969-12-31,13.58279855624,1825.3861,6.2759,austria
10,1970-12-31,15.373005557026,2058.7691,6.3211,austria
11,1971-12-31,17.858486066747,2380.9785,5.115,austria
12,1972-12-31,22.059612476933,2924.0489,6.2079,austria
13,1973-12-31,29.515467706796,3890.7224,4.8904,austria
14,1974-12-31,35.189299911661,4630.7572,3.9421,austria
15,1975-12-31,40.059206763056,5285.6207,-0.3637,austria
16,1976-12-31,42.959976221523,5678.3867,4.5784,austria
17,1977-12-31,51.545758887686,6810.6277,5.08,austria
18,1978-12-31,62.052259073249,8205.469,-0.2107,austria
19,1979-12-31,73.937296963459,9793.7653,5.3567,austria
20,1980-12-31,82.058912997235,10869.5465,1.7315,austria
21,1981-12-31,71.034228443062,9385.2491,-0.1443,austria
22,1982-12-31,71.275287569573,9410.3473,2.0113,austria
23,1983-12-31,72.121016546652,9537.4074,2.9731,austria
24,1984-12-31,67.985344886872,8991.065,0.0513,austria
25,1985-12-31,69.386774408087,9172.0968,2.4987,austria
26,1986-12-31,99.036164939162,13083.0727,2.3014,austria
27,1987-12-31,124.16844253374,16392.7695,1.3572,austria
28,1988-12-31,133.33939708013,17578.6189,3.2959,austria
29,1989-12-31,133.10580551222,17468.9461,3.8871,austria
30,1990-12-31,166.46338617935,21680.9896,4.3456,austria
31,1991-12-31,173.79417796111,22410.9118,3.4416,austria
32,1992-12-31,195.07812672176,24880.1641,2.0935,austria
33,1993-12-31,190.37972080918,24081.5278,0.5268,austria
34,1994-12-31,203.53524274184,25646.7007,2.4021,austria
35,1995-12-31,241.03828306264,30325.8496,2.668,austria
36,1996-12-31,237.25094879127,29809.0768,2.3495,austria
37,1997-12-31,212.79034840456,26705.4786,2.0936,austria
38,1998-12-31,218.25990440196,27361.8751,3.5814,austria
39,1999-12-31,217.25914704995,27183.4759,3.5563,austria
40,2000-12-31,197.28962547991,24625.6007,3.3757,austria
41,2001-12-31,197.50877321532,24558.7637,1.2672,austria
42,2002-12-31,214.39486667524,26527.5931,1.6516,austria
43,2003-12-31,262.27363118005,32294.0489,0.9415,austria
44,2004-12-31,301.45756203854,36889.2335,2.7351,austria
45,2005-12-31,316.09227327602,38417.4578,2.2441,austria
46,2006-12-31,336.28006433241,40669.327,3.454,austria
47,2007-12-31,389.18557150605,46915.3374,3.7274,austria
48,2008-12-31,432.05193564295,51919.9836,1.4604,austria
49,2009-12-31,401.75873582221,48153.324,-3.7646,austria
50,2010-12-31,392.27510725867,46903.7616,1.8371,austria
51,2011-12-31,431.68521736751,51442.2762,2.9228,austria
52,2012-12-31,409.40181605053,48564.9173,0.6804,austria
53,2013-12-31,430.19097970596,50731.1273,0.0255,austria
54,2014-12-31,442.58481528603,51786.3772,0.6613,austria
55,2015-12-31,381.97114853054,44195.8176,1.0145,austria
56,2016-12-31,395.8373530315,45307.5879,1.9894,austria
57,2017-12-31,417.26115184498,47429.1585,2.2586,austria
58,2018-12-31,455.16815193894,51486.5755,2.5016,austria
59,2019-12-31,445.01187270447,50114.4011,1.4912,austria
60,2020-12-31,433.25846767652,48588.6594,-6.7345,austria
61,2021-12-31,477.08246745429,53267.9327,4.484,austria
0,1990-12-31,21.65,2124.7679,,belarus
1,1991-12-31,18.0,1765.7359,-1.2,belarus
2,1992-12-31,17.037037037037,1667.6051,-9.6,belarus
3,1993-12-31,16.280991735537,1590.0881,-7.6,belarus
4,1994-12-31,14.932024169184,1460.0655,-11.7,belarus
5,1995-12-31,13.972676840918,1370.6993,-10.4,belarus
6,1996-12-31,14.756846153846,1452.5071,2.8,belarus
7,1997-12-31,14.128408565706,1396.442,11.4,belarus
8,1998-12-31,15.222012660423,1511.3253,8.4,belarus
9,1999-12-31,12.13848653202,1210.6117,3.4,belarus
10,2000-12-31,12.736856827985,1276.288,5.8,belarus
11,2001-12-31,12.354820143885,1244.3732,4.7253,belarus
12,2002-12-31,14.594249022892,1479.3146,5.0453,belarus
13,2003-12-31,17.827791321307,1819.7661,7.0432,belarus
14,2004-12-31,23.144351851852,2378.6233,11.4497,belarus
15,2005-12-31,30.20756731662,3125.8105,9.4,belarus
16,2006-12-31,36.954312354312,3847.4341,10.0,belarus
17,2007-12-31,45.277399813607,4735.6576,8.6,belarus
18,2008-12-31,60.763483146067,6377.3697,10.2,belarus
19,2009-12-31,50.874078052273,5352.5839,0.2,belarus
20,2010-12-31,57.222490768714,6033.6862,7.7983,belarus
21,2011-12-31,61.757788944724,6527.1739,5.3787,belarus
22,2012-12-31,65.685102554876,6953.1325,1.6871,belarus
23,2013-12-31,75.527984234234,7998.1252,1.0035,belarus
24,2014-12-31,78.813839984351,8341.3997,1.7264,belarus
25,2015-12-31,56.454734396584,5967.0522,-3.8296,belarus
26,2016-12-31,47.722657820668,5039.6819,-2.5264,belarus
27,2017-12-31,54.726595249185,5785.6707,2.5322,belarus
28,2018-12-31,60.031262269337,6360.0625,3.1492,belarus
29,2019-12-31,64.409647193804,6837.7178,1.4,belarus
30,2020-12-31,61.489588894821,6555.4268,-0.9,belarus
31,2021-12-31,68.218816484123,7303.6963,2.5067,belarus
0,1960-12-31,11.65872259099,1273.6917,,belgium
1,1961-12-31,12.400145221595,1350.1977,4.9784,belgium
2,1962-12-31,13.264015675319,1438.5232,5.212,belgium
3,1963-12-31,14.260017387049,1535.0237,4.3516,belgium
4,1964-12-31,15.960106680673,1701.8463,6.9567,belgium
5,1965-12-31,17.371457607937,1835.5948,3.5607,belgium
6,1966-12-31,18.651883472481,1957.6261,3.1559,belgium
7,1967-12-31,19.992040788459,2086.636,3.8681,belgium
8,1968-12-31,21.376353113475,2222.3615,4.1941,belgium
9,1969-12-31,23.710735894702,2458.0818,6.6298,belgium
10,1970-12-31,26.706196046793,2765.891,5.5829,belgium
11,1971-12-31,29.821661869912,3082.928,3.9858,belgium
12,1972-12-31,37.209418018513,3831.6319,5.2956,belgium
13,1973-12-31,47.743801490375,4900.9622,6.3817,belgium
14,1974-12-31,56.033077879039,5733.7981,4.5653,belgium
15,1975-12-31,65.678189097291,6701.3774,-1.9659,belgium
16,1976-12-31,71.113882967607,7243.0473,5.6527,belgium
17,1977-12-31,82.839905458638,8426.947,0.6262,belgium
18,1978-12-31,101.24652619444,10289.7684,2.8419,belgium
19,1979-12-31,116.31545679692,11810.6159,2.3411,belgium
20,1980-12-31,126.82931438819,12864.0026,4.4441,belgium
21,1981-12-31,104.73001847023,10622.8025,-0.2793,belgium
22,1982-12-31,92.095926187533,9343.8611,0.595,belgium
23,1983-12-31,87.184239053254,8846.2343,0.3118,belgium
24,1984-12-31,83.349530159173,8457.2688,2.4664,belgium
25,1985-12-31,86.26826414838,8750.8185,1.6518,belgium
26,1986-12-31,120.01878724941,12170.0407,1.8228,belgium
27,1987-12-31,149.39440410589,15135.8523,2.3067,belgium
28,1988-12-31,162.29910367526,16391.0938,4.7232,belgium
29,1989-12-31,164.22105651106,16525.0617,3.4692,belgium
30,1990-12-31,205.33174794785,20600.3753,3.1374,belgium
31,1991-12-31,210.51099940933,21041.6607,1.8331,belgium
32,1992-12-31,234.78165244667,23372.6192,1.5307,belgium
33,1993-12-31,224.72179570895,22283.936,-0.9619,belgium
34,1994-12-31,244.8841294912,24208.5548,3.227,belgium
35,1995-12-31,288.02558839628,28413.8264,2.3848,belgium
36,1996-12-31,279.20143322476,27489.5552,1.3215,belgium
37,1997-12-31,252.70805142084,24820.9381,3.7937,belgium
38,1998-12-31,258.52833963103,25338.4433,1.9618,belgium
39,1999-12-31,258.24573322147,25252.8019,3.5427,belgium
40,2000-12-31,236.79246031247,23098.8865,3.7167,belgium
41,2001-12-31,236.74614160437,23015.0713,1.0996,belgium
42,2002-12-31,258.38359937518,25006.1914,1.7069,belgium
43,2003-12-31,318.08252850659,30655.2093,1.038,belgium
44,2004-12-31,369.21471244321,35429.4078,3.5712,belgium
45,2005-12-31,385.71476223004,36809.7013,2.3217,belgium
46,2006-12-31,408.25984086882,38705.1068,2.5523,belgium
47,2007-12-31,470.92215630945,44319.1654,3.6769,belgium
48,2008-12-31,517.32808792008,48303.398,0.4469,belgium
49,2009-12-31,483.25417109781,44760.2912,-2.0207,belgium
50,2010-12-31,481.420882905,44184.9464,2.8643,belgium
51,2011-12-31,523.33035413813,47410.5669,1.6945,belgium
52,2012-12-31,496.15287992473,44670.5607,0.7392,belgium
53,2013-12-31,521.79101524706,46757.9519,0.4592,belgium
54,2014-12-31,535.39020013102,47764.0715,1.5785,belgium
55,2015-12-31,462.33557484148,41008.2967,2.0415,belgium
56,2016-12-31,476.06275735693,42012.6227,1.2667,belgium
57,2017-12-31,502.76472055635,44198.4824,1.6196,belgium
58,2018-12-31,543.34736803835,47549.208,1.8439,belgium
59,2019-12-31,535.37625814667,46599.1113,2.1115,belgium
60,2020-12-31,521.67694213463,45189.3669,-5.6807,belgium
61,2021-12-31,599.87902537751,51767.7886,6.2447,belgium
0,1980-12-31,19.839230769231,2238.803,,bulgaria
1,1981-12-31,19.87,2234.8148,4.9002,bulgaria
2,1982-12-31,19.342,2169.004,2.3346,bulgaria
3,1983-12-31,16.563666666667,1852.8134,3.4303,bulgaria
4,1984-12-31,17.594944444444,1963.5727,3.3964,bulgaria
5,1985-12-31,17.155421052632,1914.5506,2.6834,bulgaria
6,1986-12-31,20.249294117647,2260.4273,4.2076,bulgaria
7,1987-12-31,28.101,3132.3014,6.0545,bulgaria
8,1988-12-31,22.555941176471,2511.3931,10.9447,bulgaria
9,1989-12-31,21.988444444444,2477.0208,-3.2899,bulgaria
10,1990-12-31,20.632090909091,2366.5298,-9.1174,bulgaria
11,1991-12-31,10.943548387097,1267.7344,-8.4454,bulgaria
12,1992-12-31,10.350515463917,1211.9809,-7.2724,bulgaria
13,1993-12-31,10.829710144927,1278.2472,-1.4802,bulgaria
14,1994-12-31,9.6974169741697,1148.4944,1.818,bulgaria
15,1995-12-31,18.983303571429,2258.286,2.8551,bulgaria
16,1996-12-31,12.294221472737,1470.1037,5.2054,bulgaria
17,1997-12-31,11.315986087163,1361.3924,-14.1154,bulgaria
18,1998-12-31,15.030695296524,1820.4051,3.7891,bulgaria
19,1999-12-31,13.627323284541,1659.7183,-8.3961,bulgaria
20,2000-12-31,13.245833843545,1621.243,4.5872,bulgaria
21,2001-12-31,14.183497963107,1770.9135,3.8237,bulgaria
22,2002-12-31,16.402846413096,2092.9577,5.8719,bulgaria
23,2003-12-31,21.144983551682,2719.4977,5.2372,bulgaria
24,2004-12-31,26.157894736842,3389.707,6.5104,bulgaria
25,2005-12-31,29.869283400038,3899.9076,7.0563,bulgaria
26,2006-12-31,34.379808888604,4523.0508,6.8026,bulgaria
27,2007-12-31,44.405101469559,5885.1043,6.5914,bulgaria
28,2008-12-31,54.438966419864,7265.7355,6.116,bulgaria
29,2009-12-31,52.023504656288,6988.2333,-3.2719,bulgaria
30,2010-12-31,50.682061053202,6853.0029,1.5418,bulgaria
31,2011-12-31,57.678241023818,7849.1653,2.1012,bulgaria
32,2012-12-31,54.300857424441,7432.4788,0.7549,bulgaria
33,2013-12-31,55.810138436482,7681.9346,-0.5605,bulgaria
34,2014-12-31,57.082011260345,7901.7859,0.9669,bulgaria
35,2015-12-31,50.781996712763,7074.681,3.4281,bulgaria
36,2016-12-31,53.953897624434,7569.4788,3.0398,bulgaria
37,2017-12-31,59.199447421492,8366.2932,2.7622,bulgaria
38,2018-12-31,66.363422450211,9446.7008,2.6846,bulgaria
39,2019-12-31,68.915416141958,9879.2685,4.0376,bulgaria
40,2020-12-31,69.889347433432,10079.2034,-4.3871,bulgaria
41,2021-12-31,80.271119426108,11634.971,4.1779,bulgaria
0,1995-12-31,22.717081924714,4917.0854,,croatia
1,1996-12-31,24.075166261378,5283.005,5.9757,croatia
2,1997-12-31,24.091170702556,5312.3695,6.132,croatia
3,1998-12-31,25.792876643509,5691.1095,2.2058,croatia
4,1999-12-31,23.677307509466,5246.936,-0.8764,croatia
5,2000-12-31,21.839780971027,4887.7137,2.8955,croatia
6,2001-12-31,23.273640257197,5412.9251,3.0325,croatia
7,2002-12-31,27.074550257812,6293.2253,5.7221,croatia
8,2003-12-31,34.985749883417,8129.7946,5.5259,croatia
9,2004-12-31,41.9588335411,9747.4408,4.1493,croatia
10,2005-12-31,45.780237257187,10621.5075,4.3124,croatia
11,2006-12-31,50.860788253218,11797.4745,4.9384,croatia
12,2007-12-31,60.542673502532,14046.3168,4.9128,croatia
13,2008-12-31,70.750646248056,16416.5868,1.8954,croatia
14,2009-12-31,63.084004705081,14653.0436,-7.2817,croatia
15,2010-12-31,60.426018629299,14067.5231,-1.2507,croatia
16,2011-12-31,63.169910822129,14757.1803,-0.0852,croatia
17,2012-12-31,57.192346923335,13401.6566,-2.2757,croatia
18,2013-12-31,58.889082315336,13837.7316,-0.3631,croatia
19,2014-12-31,58.330289756691,13762.3729,-0.3459,croatia
20,2015-12-31,50.163192883151,11933.3774,2.5257,croatia
21,2016-12-31,52.295158344254,12527.7399,3.5324,croatia
22,2017-12-31,56.2144274312,13629.2896,3.4141,croatia
23,2018-12-31,62.247874948822,15227.5601,2.9,croatia
24,2019-12-31,62.246206340547,15311.7669,3.4819,croatia
25,2020-12-31,57.203783203026,14132.4866,-8.0998,croatia
26,2021-12-31,67.837788543585,17398.766,10.4489,croatia
0,1966-12-31,11.931739858705,2487.1362,2.7409,denmark
1,1967-12-31,13.059064374629,2700.7463,5.5304,denmark
2,1968-12-31,13.505573866667,2776.1354,5.5531,denmark
3,1969-12-31,15.414902266667,3151.1332,6.5092,denmark
4,1970-12-31,17.0754576,3464.4552,1.5968,denmark
5,1971-12-31,19.085731252441,3845.5061,3.005,denmark
6,1972-12-31,23.232379951938,4654.2989,3.9294,denmark
7,1973-12-31,30.730626663361,6119.3702,4.0929,denmark
8,1974-12-31,34.16044479811,6770.75,-1.1224,denmark
9,1975-12-31,40.474406216282,7999.1127,-1.4566,denmark
10,1976-12-31,44.575892473118,8787.5897,5.9246,denmark
11,1977-12-31,49.784338519456,9783.852,1.8703,denmark
12,1978-12-31,60.362931853625,11826.0186,2.2263,denmark
13,1979-12-31,70.366241969207,13751.9989,3.8691,denmark
14,1980-12-31,71.127528699941,13883.8871,-0.483,denmark
15,1981-12-31,61.877813965241,12081.801,-0.6661,denmark
16,1982-12-31,60.412844678604,11804.4329,3.6846,denmark
17,1983-12-31,60.644782176052,11857.8921,2.5961,denmark
18,1984-12-31,59.105236853794,11562.9191,4.1661,denmark
19,1985-12-31,62.658568287343,12253.1002,4.0038,denmark
20,1986-12-31,88.078760103819,17201.0888,4.9042,denmark
21,1987-12-31,109.41442392877,21340.7279,0.2543,denmark
22,1988-12-31,115.55284661665,22527.0467,-0.0136,denmark
23,1989-12-31,112.4092221827,21901.0547,0.6452,denmark
24,1990-12-31,138.24728581586,26891.4464,1.4752,denmark
25,1991-12-31,139.2246888142,27011.3775,1.3936,denmark
26,1992-12-31,152.91565447889,29569.6604,1.957,denmark
27,1993-12-31,143.19562701461,27597.9752,0.0107,denmark
28,1994-12-31,156.16238672452,29995.5796,5.3325,denmark
29,1995-12-31,185.00688151507,35351.3655,3.0276,denmark
30,1996-12-31,187.63234638798,35650.7141,2.9001,denmark
31,1997-12-31,173.53764705882,32835.9399,3.2609,denmark
32,1998-12-31,176.99193499284,33368.1424,2.2182,denmark
33,1999-12-31,177.96518835469,33440.7948,2.948,denmark
34,2000-12-31,164.15873909762,30743.5477,3.7469,denmark
35,2001-12-31,164.79144254338,30751.6543,0.8232,denmark
36,2002-12-31,178.63516371743,33228.6935,0.4663,denmark
37,2003-12-31,218.09603351701,40458.7774,0.3901,denmark
38,2004-12-31,251.37300295438,46511.5983,2.6682,denmark
39,2005-12-31,264.46733645717,48799.8256,2.3366,denmark
40,2006-12-31,282.88494770297,52026.9995,3.913,denmark
41,2007-12-31,319.42342450907,58487.055,0.9092,denmark
42,2008-12-31,353.36103881838,64322.0635,-0.512,denmark
43,2009-12-31,321.24130369901,58163.2769,-4.9065,denmark
44,2010-12-31,321.9952794015,58041.3984,1.871,denmark
45,2011-12-31,344.00313761127,61753.6471,1.3368,denmark
46,2012-12-31,327.14894381214,58507.5081,0.2265,denmark
47,2013-12-31,343.58439164793,61191.1937,0.9333,denmark
48,2014-12-31,352.99363161771,62548.9847,1.6194,denmark
49,2015-12-31,302.67307084686,53254.8564,2.3426,denmark
50,2016-12-31,313.11592931434,54663.9984,3.246,denmark
51,2017-12-31,332.12106380639,57610.0982,2.8217,denmark
52,2018-12-31,356.84121641007,61591.9289,1.9895,denmark
53,2019-12-31,347.56134921098,59775.7351,2.1147,denmark
54,2020-12-31,356.08486768564,61063.3164,-2.0621,denmark
55,2021-12-31,397.1043434783,67803.0471,4.6934,denmark
56,6.3788,,,,denmark
57,5.6668,,,,denmark
58,0.637,,,,denmark
59,9.2699,,,,denmark
60,4.5553,,,,denmark
0,1995-12-31,4.5029708890637,3134.3898,,estonia
1,1996-12-31,4.7860189881649,3380.9263,4.943,estonia
2,1997-12-31,5.1544206492335,3682.9523,13.05,estonia
3,1998-12-31,5.6740805428858,4093.3925,4.3398,estonia
4,1999-12-31,5.7569122657581,4140.9366,-0.425,estonia
5,2000-12-31,5.6865797475352,4070.609,10.0876,estonia
6,2001-12-31,6.2546495389849,4505.8583,6.0037,estonia
7,2002-12-31,7.3679758877272,5341.6289,6.7714,estonia
8,2003-12-31,9.8740130984643,7203.523,7.6003,estonia
9,2004-12-31,12.145911801242,8914.1036,6.804,estonia
10,2005-12-31,14.106790200224,10412.6443,9.5264,estonia
11,2006-12-31,17.022870405219,12639.4001,9.7656,estonia
12,2007-12-31,22.449129482617,16744.5845,7.5791,estonia
13,2008-12-31,24.341678628973,18204.9665,-5.132,estonia
14,2009-12-31,19.63303139761,14711.7353,-14.6291,estonia
15,2010-12-31,19.523477325623,14663.0446,2.4443,estonia
16,2011-12-31,23.213994093463,17487.8048,7.2631,estonia
17,2012-12-31,23.019150071187,17403.2053,3.2282,estonia
18,2013-12-31,25.115753366111,19056.0019,1.4584,estonia
19,2014-12-31,26.634083965099,20261.0667,3.0114,estonia
20,2015-12-31,22.890762090151,17402.0376,1.853,estonia
21,2016-12-31,24.072829276774,18295.3429,3.1556,estonia
22,2017-12-31,26.924385103066,20437.7654,5.792,estonia
23,2018-12-31,30.489500904856,23063.5638,4.1338,estonia
24,2019-12-31,31.04559175349,23397.8783,4.0963,estonia
25,2020-12-31,30.650285471721,23054.3585,-2.9511,estonia
26,2021-12-31,36.262924353604,27280.6584,8.3495,estonia
0,1960-12-31,5.2241021955277,1179.353,,finland
1,1961-12-31,5.9216594850328,1327.4272,7.6047,finland
2,1962-12-31,6.3405808543907,1411.7024,2.9819,finland
3,1963-12-31,6.8859203286619,1522.3192,3.2851,finland
4,1964-12-31,7.7666550857859,1707.5039,5.2387,finland
5,1965-12-31,8.5893400190299,1882.0869,5.3029,finland
6,1966-12-31,9.2085245048768,2010.2135,2.3728,finland
7,1967-12-31,9.3689540103132,2034.189,2.1688,finland
8,1968-12-31,8.8230338803299,1907.0773,2.3033,finland
9,1969-12-31,10.070766720501,2178.0353,9.5933,finland
10,1970-12-31,11.357516987542,2465.6448,4.8137,finland
11,1971-12-31,12.52740551293,2716.1901,2.3569,finland
12,1972-12-31,14.743186119874,3177.6457,7.7355,finland
13,1973-12-31,19.472363466625,4173.173,6.9838,finland
14,1974-12-31,24.848821490468,5297.6078,3.2365,finland
15,1975-12-31,29.472623242282,6255.5446,1.8049,finland
16,1976-12-31,31.849513771349,6739.6907,0.3444,finland
17,1977-12-31,33.499799321234,7069.1057,0.2395,finland
18,1978-12-31,36.256160288809,7628.8157,2.9197,finland
19,1979-12-31,44.465255686155,9332.2453,7.1219,finland
20,1980-12-31,53.645202422697,11223.9376,5.389,finland
21,1981-12-31,52.44833287407,10926.818,1.3159,finland
22,1982-12-31,52.797582336253,10938.1221,3.1081,finland
23,1983-12-31,50.973526900085,10497.48,3.1166,finland
24,1984-12-31,52.888800949743,10833.8663,3.2377,finland
25,1985-12-31,55.875863392172,11398.106,3.5489,finland
26,1986-12-31,73.531550551255,14951.0468,2.7556,finland
27,1987-12-31,91.594751792236,18571.0599,3.5748,finland
28,1988-12-31,109.05899076048,22047.7933,5.2172,finland
29,1989-12-31,119.01205487045,23973.2395,5.0871,finland
30,1990-12-31,141.43834551392,28364.6451,0.6703,finland
31,1991-12-31,127.77385678577,25484.7393,-5.8863,finland
32,1992-12-31,112.53251924608,22319.0595,-3.2947,finland
33,1993-12-31,89.214114708025,17608.8124,-0.662,finland
34,1994-12-31,103.2999430848,20301.3331,3.9631,finland
35,1995-12-31,134.18981481482,26271.5998,4.2169,finland
36,1996-12-31,132.12917421693,25783.4505,3.6672,finland
37,1997-12-31,126.91215210171,24691.8728,6.3338,finland
38,1998-12-31,134.03871829106,26009.2695,5.4572,finland
39,1999-12-31,135.26408365869,26186.19,4.3796,finland
40,2000-12-31,126.01954341333,24345.9148,5.7734,finland
41,2001-12-31,129.53310731181,24967.7925,2.61,finland
42,2002-12-31,140.40446020314,26997.753,1.7071,finland
43,2003-12-31,171.65245834941,32927.6803,2.0038,finland
44,2004-12-31,197.47944397915,37772.1781,3.9921,finland
45,2005-12-31,204.88549468638,39054.8504,2.7799,finland
46,2006-12-31,217.08926979176,41222.602,4.0274,finland
47,2007-12-31,256.37806775216,48476.3927,5.2993,finland
48,2008-12-31,285.71631113672,53772.7942,0.784,finland
49,2009-12-31,253.49752082852,47481.4845,-8.0744,finland
50,2010-12-31,249.42431081667,46505.3032,3.186,finland
51,2011-12-31,275.60435616732,51148.9316,2.5477,finland
